,Latitude (deg),Longitude (deg),Population Estimate
75098,33.0230,-96.5389,56376.0
75105,32.2618,-96.3759,161.0
75141,32.6366,-96.6790,5782.0
75147,32.4316,-96.1196,6636.0
75154,32.5209,-96.8033,40947.0
75158,32.4635,-96.3956,4191.0
75223,32.7938,-96.7473,14941.0
75225,32.8635,-96.7917,21736.0
75229,32.8929,-96.8641,32322.0
75235,32.8313,-96.8460,18429.0
75241,32.6646,-96.7564,31562.0
75244,32.9303,-96.8353,13254.0
75415,33.4732,-95.7794,240.0
76251,33.6587,-97.7295,779.0
76268,33.6153,-96.7618,232.0
76311,33.9847,-98.5039,8987.0
76364,34.1079,-99.0788,174.0
76366,33.6154,-98.7174,1903.0
76088,32.8494,-97.9024,11907.0
76103,32.7557,-97.2730,15486.0
76119,32.6943,-97.2580,52070.0
76127,32.7766,-97.4293,1946.0
76357,34.0882,-98.1559,569.0
76238,33.4850,-97.3149,324.0
76247,33.0870,-97.3140,13601.0
76265,33.7445,-97.5413,1472.0
76426,33.1606,-97.7983,12351.0
76437,32.3632,-99.0414,5818.0
76538,31.5733,-97.8778,1025.0
76544,31.2377,-97.6898,23834.0
76569,30.9578,-97.2316,2681.0
76578,30.5287,-97.2377,1482.0
76624,31.6742,-96.9592,2015.0
76627,32.1021,-97.3725,1511.0
76634,31.7915,-97.5137,7431.0
76639,31.8793,-96.6654,1318.0
76652,32.1156,-97.5919,1349.0
79699,32.4702,-99.7084,115.0
79770,31.8285,-103.9136,0.0
79911,31.7589,-106.4866,5794.0
79916,31.9005,-106.2163,2979.0
79920,31.8212,-106.4608,8.0
79928,31.6609,-106.1393,57219.0
79942,31.7589,-106.4866,30.0
79040,36.2860,-101.3545,1962.0
79018,35.8390,-102.6022,307.0
79744,30.9100,-102.1030,1255.0
79846,29.4706,-104.0044,121.0
79718,30.9928,-103.6608,1169.0
79834,29.3635,-103.2121,233.0
79061,35.5041,-100.4145,375.0
79095,34.9649,-100.2707,2657.0
79925,31.7908,-106.3769,39616.0
79525,32.6348,-99.8380,2498.0
79528,33.2634,-100.6120,587.0
79533,32.8186,-99.6246,385.0
79539,33.3562,-99.8547,223.0
79543,32.6977,-100.4522,1298.0
79545,32.4073,-100.5026,1774.0
79549,32.9621,-100.8460,15943.0
79556,32.4544,-100.3346,12833.0
79562,32.2027,-99.9291,3371.0
79566,32.0573,-100.1287,247.0
79714,32.3046,-102.6378,18036.0
79741,31.8692,-102.6280,222.0
79763,31.7588,-102.5561,38833.0
79777,31.5622,-103.3567,293.0
77374,30.3764,-94.6361,536.0
77375,30.0918,-95.5904,55759.0
77376,30.4334,-94.6805,569.0
77414,28.9181,-95.8348,23982.0
77415,28.9236,-95.7249,88.0
77418,29.9832,-96.2709,10537.0
77440,28.8445,-96.0664,27.0
77808,30.8110,-96.3453,12013.0
75661,32.6395,-94.1674,3094.0
75668,32.9307,-94.7049,2371.0
75669,32.0342,-94.5072,762.0
75693,32.5372,-94.8596,7076.0
75703,32.2301,-95.3415,42777.0
75705,32.3480,-95.1321,2762.0
75707,32.2868,-95.1748,14232.0
75758,32.2532,-95.5535,8739.0
75472,32.8727,-95.8830,4087.0
75491,33.4868,-96.4102,5064.0
75501,33.3672,-94.2356,36094.0
75571,33.2231,-94.7697,3134.0
75603,32.4070,-94.6849,6100.0
75652,32.2572,-94.7384,16223.0
75686,32.9843,-94.9275,13184.0
75706,32.4593,-95.3197,10449.0
75766,31.9761,-95.2858,26925.0
75789,32.0538,-95.1509,7806.0
75845,31.0330,-95.0752,2926.0
75850,31.1415,-95.8959,796.0
75855,31.5123,-95.8370,3078.0
75930,31.3616,-93.9624,1779.0
75944,31.3615,-94.4068,1100.0
75964,31.6474,-94.7740,19811.0
75977,31.0672,-93.8053,291.0
75980,31.1410,-94.3184,2254.0
75764,31.8884,-95.1506,187.0
75840,31.8131,-96.1050,6340.0
75853,31.9459,-95.7709,466.0
75859,31.8866,-96.2357,2134.0
75933,30.5199,-93.8048,1158.0
75934,30.8999,-94.7547,219.0
75941,31.1749,-94.7506,8465.0
75961,31.5731,-94.4851,16004.0
75972,31.5182,-94.1914,6169.0
75074,33.0388,-96.6709,52259.0
75088,32.8933,-96.5491,26039.0
75089,32.9352,-96.5508,36324.0
75101,32.2731,-96.7022,517.0
77088,29.8814,-95.4544,55734.0
77090,30.0018,-95.4474,40761.0
77098,29.7344,-95.4159,13818.0
77326,30.5077,-94.8180,37.0
77327,30.2979,-94.9051,23274.0
77334,30.7855,-95.3653,358.0
77304,30.3218,-95.5222,33364.0
77306,30.2671,-95.3167,13569.0
77331,30.6038,-95.1475,7971.0
77011,29.7418,-95.3094,17447.0
77012,29.7237,-95.2592,19597.0
77013,29.7975,-95.2422,19198.0
76430,32.7549,-99.3370,2288.0
77530,29.7869,-95.1092,33437.0
77550,29.3068,-94.7719,21863.0
77571,29.6830,-95.0482,37427.0
77584,29.5428,-95.3457,90372.0
77614,30.3411,-93.8021,265.0
77623,29.5603,-94.4222,648.0
77625,30.3544,-94.4114,9761.0
77650,29.4799,-94.5758,1835.0
77656,30.3842,-94.1709,16524.0
77659,30.1781,-94.4458,5326.0
77855,31.1439,-96.1346,224.0
77865,31.2474,-96.2243,2440.0
76679,31.9282,-96.5893,1435.0
76802,31.7789,-98.9045,5251.0
76828,31.9980,-99.3104,240.0
76849,30.4987,-99.7095,3785.0
76852,31.3439,-99.4511,268.0
76866,31.4294,-99.8423,537.0
76002,32.6206,-97.0916,36460.0
76016,32.6909,-97.1915,32026.0
76023,33.0513,-97.6090,6909.0
76035,32.5574,-97.6454,2211.0
76049,32.4561,-97.7186,29698.0
76051,32.9353,-97.0687,53291.0
76055,32.1520,-97.1395,2811.0
76063,32.5679,-97.1305,73216.0
76066,32.7041,-98.0026,2621.0
76086,32.7530,-97.7831,23699.0
76087,32.6732,-97.8190,27760.0
76115,32.6820,-97.3306,21319.0
76123,32.6205,-97.3872,36245.0
76135,32.8325,-97.4689,21973.0
76201,33.2192,-97.1499,28601.0
76207,33.2150,-97.1677,14588.0
76252,33.6983,-97.3568,2624.0
76264,33.7515,-96.8325,1513.0
76309,33.8963,-98.5398,12991.0
76310,33.7877,-98.5322,19187.0
76363,33.4998,-99.5347,534.0
76453,32.6255,-98.3459,1295.0
76469,32.3904,-99.2317,93.0
76470,32.4807,-98.6594,3580.0
76481,33.0207,-98.7254,189.0
76523,30.7812,-97.1650,0.0
76525,31.4857,-98.1573,1098.0
76528,31.4139,-97.7776,17284.0
76301,33.9014,-98.4822,14757.0
76882,31.8096,-99.6939,214.0
76631,31.9853,-96.9549,692.0
76635,31.7353,-96.7072,1290.0
76638,31.5441,-97.4486,2910.0
76673,31.7621,-96.9052,1706.0
78041,27.5706,-99.4263,47753.0
78056,29.5419,-98.9192,2138.0
78059,29.1931,-98.8462,5545.0
78071,28.5265,-98.1439,4372.0
78107,28.5426,-97.6248,269.0
78112,29.2019,-98.3591,8617.0
78114,29.1273,-98.1977,24009.0
78118,28.8513,-97.9596,4264.0
78124,29.5484,-98.1434,6913.0
78142,28.5303,-97.7894,166.0
78159,29.2339,-97.5885,1196.0
78145,28.6526,-97.9921,116.0
78147,29.0263,-98.1092,2035.0
78151,28.8706,-97.6906,1662.0
78214,29.3292,-98.4743,27558.0
78244,29.4776,-98.3466,30981.0
78252,29.3401,-98.7146,12009.0
78344,27.4016,-98.8686,436.0
78349,27.5257,-98.4129,617.0
77449,29.8325,-95.7324,128294.0
77450,29.7437,-95.7318,73692.0
77456,28.9703,-96.1039,1384.0
77459,29.5287,-95.5292,72788.0
77476,29.6778,-95.9921,204.0
75656,33.0386,-94.5987,4331.0
75667,31.9583,-94.8451,1193.0
75672,32.4995,-94.2886,16351.0
77873,30.5730,-95.7868,1200.0
77901,28.8068,-96.9908,43052.0
77422,28.9639,-95.5741,13194.0
77426,30.2060,-96.2172,2524.0
77445,30.0593,-96.0748,14200.0
77081,29.7084,-95.4752,53031.0
77028,29.8228,-95.2969,17425.0
77058,29.5627,-95.0922,16120.0
77023,29.7210,-95.3144,29138.0
77093,29.8574,-95.3381,47135.0
77360,30.8403,-95.1359,5115.0
77042,29.7419,-95.5582,41734.0
77302,30.2240,-95.3650,18658.0
77420,29.2517,-95.9333,2695.0
77388,30.0549,-95.4773,50701.0
77417,29.4562,-95.9792,2550.0
77043,29.8084,-95.5717,24803.0
77089,29.5885,-95.2254,54751.0
77591,29.4239,-94.9837,14936.0
77703,30.1137,-94.1170,13823.0
77033,29.6683,-95.3356,30558.0
77064,29.9307,-95.5428,48637.0
77099,29.6689,-95.5876,52294.0
77201,29.7655,-95.3592,0.0
77328,30.4080,-95.1884,14438.0
77342,30.7234,-95.5508,0.0
77350,30.8176,-94.8703,135.0
77377,30.0579,-95.6826,38469.0
77406,29.5817,-95.7609,49261.0
77407,29.6678,-95.7221,60000.0
77436,29.4044,-96.2367,54.0
77453,29.2155,-96.0266,393.0
77460,29.4044,-96.3862,39.0
77498,29.6398,-95.6511,51293.0
77523,29.7177,-94.9422,23501.0
77580,29.8672,-94.8861,1099.0
77661,29.7905,-94.3844,671.0
77976,28.9244,-97.1008,96.0
77987,29.3452,-97.0707,206.0
77993,28.8477,-97.4456,95.0
77032,29.9617,-95.3453,14535.0
77053,29.5893,-95.4643,31650.0
77056,29.7492,-95.4674,22056.0
77065,29.9215,-95.6094,37793.0
77069,29.9864,-95.5259,19345.0
77070,29.9778,-95.5756,53057.0
77320,30.8061,-95.5781,36122.0
77345,30.0598,-95.1592,27993.0
78362,27.8606,-97.2088,10218.0
78537,26.1665,-98.0812,48072.0
78560,26.2238,-98.4668,4847.0
78562,26.3093,-97.9194,4341.0
78569,26.4124,-97.7306,4101.0
78579,26.0842,-97.9685,5836.0
78584,26.5776,-99.0067,19175.0
78596,26.1509,-98.0084,67269.0
78641,30.5343,-97.9135,72078.0
78655,29.8005,-97.8064,2845.0
78661,29.7239,-97.7456,329.0
78605,30.7314,-98.0448,6275.0
78611,30.8040,-98.2699,12921.0
78619,30.1074,-98.0558,4505.0
78648,29.6946,-97.6311,8148.0
78653,30.3415,-97.5301,24313.0
78729,30.4559,-97.7574,28644.0
78638,29.6482,-97.8233,2133.0
78618,30.4542,-99.1945,338.0
78620,30.2226,-98.1448,17590.0
78629,29.4560,-97.4628,12393.0
78645,30.4411,-97.9708,11579.0
78650,30.2811,-97.2139,1632.0
78662,29.9523,-97.4448,2201.0
78719,30.1444,-97.6688,1709.0
78723,30.3041,-97.6875,35725.0
78010,29.8995,-99.0155,3493.0
78014,28.3681,-99.0984,5999.0
78023,29.6266,-98.7513,31357.0
78025,30.0981,-99.4836,4918.0
78061,28.8683,-99.1074,12858.0
78073,29.2423,-98.6272,8580.0
78738,30.3048,-97.9967,15986.0
78067,27.1502,-99.2921,772.0
78072,28.3493,-98.6353,582.0
78116,29.0798,-97.7749,313.0
78148,29.5497,-98.3013,22364.0
78024,29.9944,-99.5134,1370.0
78724,30.2951,-97.6137,25723.0
78727,30.4290,-97.7226,30561.0
79382,33.4632,-102.0182,8149.0
79415,33.6804,-101.8997,17939.0
79508,32.2858,-99.8426,1470.0
79512,32.4014,-100.8943,7456.0
79527,32.6381,-101.1202,263.0
79532,32.3191,-100.7758,826.0
79540,33.2407,-100.1644,121.0
79541,32.1654,-99.8224,973.0
79701,31.9920,-102.0768,32219.0
79748,32.3970,-101.6398,298.0
79754,31.8255,-103.6554,98.0
79783,32.3758,-102.0346,321.0
79842,30.0175,-102.9277,425.0
79907,31.7119,-106.3263,53174.0
79567,31.9824,-99.9324,3432.0
79719,31.4485,-103.2881,589.0
79730,31.1840,-103.0631,157.0
79756,31.5064,-102.9748,9565.0
79759,31.8599,-102.7413,0.0
78239,29.5172,-98.3629,27431.0
78254,29.5575,-98.7216,59107.0
78261,29.6945,-98.3959,16749.0
78266,29.6550,-98.3197,6913.0
78332,27.6810,-98.0842,28941.0
78353,26.9899,-98.2392,241.0
78503,26.1511,-98.2501,21644.0
78577,26.1524,-98.2097,78103.0
78932,30.1320,-96.6943,565.0
78885,29.7673,-99.5292,115.0
78870,29.2905,-99.6367,1099.0
78881,29.3057,-99.5472,2184.0
78884,29.5523,-99.5835,1134.0
78934,29.7290,-96.6025,6816.0
78935,29.7566,-96.4639,1234.0
78705,30.2928,-97.7374,34549.0
78759,30.3979,-97.7487,43298.0
78563,26.5962,-98.2118,269.0
78133,29.8915,-98.2375,18483.0
78258,29.6584,-98.5048,44747.0
78404,27.7678,-97.3984,17761.0
78580,26.5225,-97.8441,14839.0
78639,30.6537,-98.4446,8792.0
78628,30.6465,-97.7558,35601.0
78728,30.4521,-97.6981,21125.0
78736,30.2567,-97.9424,10163.0
78750,30.4141,-97.8070,31734.0
78753,30.3797,-97.6773,60426.0
78827,28.3512,-99.6943,1173.0
78832,29.3541,-100.4541,3659.0
78839,28.7786,-99.7616,8995.0
78861,29.3872,-99.1455,13663.0
78938,29.8437,-96.7091,303.0
78943,29.6976,-96.5992,311.0
78945,29.9007,-96.8986,10767.0
78963,29.9357,-97.0533,1202.0
78837,29.8720,-101.3818,230.0
78941,29.7851,-97.1457,2709.0
78944,30.0004,-96.4961,524.0
78950,29.8810,-96.4834,1810.0
78248,29.5861,-98.5273,14345.0
78207,29.4213,-98.5221,55484.0
78233,29.5567,-98.3649,50103.0
78242,29.3490,-98.6061,34893.0
78251,29.4653,-98.6692,62186.0
78255,29.6361,-98.6619,14825.0
78263,29.3484,-98.3064,4440.0
78330,27.7810,-97.8551,934.0
78351,27.6868,-97.7427,421.0
78358,28.2466,-96.7984,653.0
78387,28.0524,-97.5399,9660.0
78408,27.7952,-97.4477,11583.0
78409,27.8227,-97.5065,2725.0
78416,27.7511,-97.4402,15973.0
78543,26.3068,-97.9981,8689.0
78557,26.1134,-98.2552,13970.0
78583,26.2760,-97.4509,7137.0
78608,30.9267,-97.9962,470.0
78622,29.7647,-97.7713,237.0
78624,30.2766,-98.9035,22444.0
78634,30.5551,-97.5520,34447.0
78659,30.2102,-97.1143,2616.0
78642,30.7010,-97.9330,12363.0
78626,30.6618,-97.5814,36556.0
78632,29.6775,-97.4862,1003.0
78636,30.3171,-98.3801,3555.0
78643,30.7038,-98.6571,6298.0
78652,30.1413,-97.8648,5374.0
78681,30.5196,-97.7277,58155.0
78702,30.2639,-97.7137,23671.0
78745,30.2007,-97.7971,61907.0
78946,30.2172,-96.7525,1270.0
78374,27.9371,-97.3056,18369.0
78009,29.3610,-98.8877,8466.0
78066,29.4718,-98.8877,521.0
78595,26.2592,-98.5579,5959.0
78672,30.8690,-98.5013,1283.0
78109,29.4787,-98.2736,39769.0
78029,30.0472,-99.1401,0.0
78044,27.5065,-99.5087,519.0
78060,28.4575,-98.0437,0.0
78104,28.4006,-97.7481,136.0
78150,29.5227,-98.2798,37.0
78162,28.5709,-97.7969,301.0
78243,29.4239,-98.4935,408.0
78335,27.9093,-97.1497,0.0
78341,27.5977,-98.4082,1844.0
78342,27.6476,-98.0863,330.0
78419,27.6941,-97.2845,778.0
78535,26.2542,-97.7326,601.0
78063,29.6766,-98.8872,9484.0
78057,28.9793,-98.9620,378.0
78058,30.1050,-99.6619,976.0
78113,28.9269,-98.1432,3558.0
78122,29.3896,-97.7747,274.0
78123,29.6011,-98.0451,2177.0
78125,28.5552,-97.9407,45.0
78141,28.9049,-97.6244,524.0
78143,29.2322,-97.8325,226.0
78144,28.9571,-97.8883,29.0
78163,29.7662,-98.4626,12874.0
78205,29.4243,-98.4871,1441.0
78208,29.4412,-98.4584,4913.0
78209,29.4856,-98.4582,42653.0
78216,29.5354,-98.4814,43554.0
76111,32.7786,-97.3007,22531.0
76112,32.7503,-97.2170,42572.0
76118,32.8010,-97.2003,16378.0
76205,33.1889,-97.1270,21326.0
76230,33.5881,-97.7806,9896.0
76239,33.5459,-97.6030,1087.0
76245,33.8380,-96.8514,1569.0
76432,31.8249,-98.7901,1314.0
76460,33.2908,-98.4786,233.0
76704,31.5785,-97.1289,7956.0
76682,31.4563,-96.8860,2846.0
76692,31.9451,-97.3369,10252.0
76706,31.4789,-97.0927,39221.0
78389,28.2166,-97.6884,1874.0
78391,28.1782,-97.7605,283.0
78410,27.8401,-97.6050,28396.0
78414,27.6646,-97.3681,40657.0
78501,26.2146,-98.2391,63066.0
78521,25.9042,-97.4229,90687.0
78526,25.9927,-97.4498,48995.0
78566,26.1231,-97.4106,17398.0
78593,26.2493,-97.8318,5895.0
78877,28.9115,-100.3895,724.0
78840,29.7630,-100.9426,47937.0
78860,28.5330,-100.3425,21.0
78872,28.9499,-99.9405,1608.0
78933,29.7860,-96.3758,1308.0
78953,29.8396,-97.3714,701.0
78954,30.0494,-96.7174,1110.0
78021,28.5374,-98.8334,273.0
78003,29.7416,-99.1126,9743.0
78004,29.8581,-98.5343,1118.0
78012,28.8061,-98.4906,267.0
78039,29.3174,-98.8277,1924.0
78043,27.5305,-99.1392,45532.0
78046,27.3750,-99.4557,70989.0
78050,29.0770,-98.5090,584.0
78055,29.7853,-99.3311,1867.0
78070,29.9042,-98.4089,15457.0
78851,30.2186,-102.1067,37.0
78852,28.5620,-100.3325,57159.0
78880,29.9570,-100.2275,1626.0
78883,29.6709,-99.2909,395.0
78949,29.8165,-97.0643,590.0
78959,29.6753,-97.2741,2097.0
78744,30.1754,-97.7373,50123.0
78748,30.1640,-97.8226,51653.0
78829,28.9353,-99.6234,1448.0
78830,28.5258,-99.5923,966.0
78838,29.4949,-99.6970,202.0
78756,30.3205,-97.7375,8694.0
78140,29.3761,-97.7359,3486.0
78221,29.2920,-98.4756,41185.0
78357,27.8896,-98.6129,2886.0
78570,26.1413,-97.9113,33949.0
78654,30.5676,-98.2040,18250.0
78028,30.0171,-99.1403,39944.0
78101,29.3406,-98.2295,6465.0
78102,28.4423,-97.7326,28323.0
78119,28.7934,-97.8432,7160.0
78152,29.4330,-98.2051,2171.0
78154,29.5688,-98.2771,41272.0
78160,29.2205,-97.8918,4918.0
78164,28.9868,-97.5401,3706.0
78204,29.4060,-98.5078,12231.0
78212,29.4623,-98.4867,28865.0
78215,29.4420,-98.4817,2915.0
78217,29.5499,-98.4263,34159.0
76821,31.7251,-99.9516,4561.0
76824,31.0632,-98.5105,9.0
76832,30.9911,-98.7649,728.0
76842,30.9077,-99.1399,242.0
76853,31.2069,-98.4023,1456.0
76857,31.9261,-98.9696,1761.0
76873,31.4789,-99.3780,60.0
76901,31.5470,-100.5609,31667.0
76904,31.2667,-100.4893,36178.0
76905,31.5324,-100.2829,12206.0
76932,31.3654,-101.5217,3819.0
76559,31.0853,-97.6087,6211.0
76565,31.6978,-98.3647,138.0
76574,30.5789,-97.3857,19161.0
76637,31.7770,-97.7788,540.0
76653,31.3442,-96.5752,1279.0
76665,31.9113,-97.6111,2417.0
76670,32.1632,-96.9398,1517.0
76690,32.0688,-97.7789,1101.0
76693,31.7993,-96.3956,1492.0
76705,31.6285,-97.1111,31734.0
76862,31.4370,-99.7392,207.0
76871,31.3195,-98.8273,657.0
76890,31.6954,-98.7904,982.0
76930,31.1897,-101.1852,107.0
76937,31.3484,-100.1037,15.0
76940,31.4744,-100.1321,113.0
78226,29.3773,-98.5558,7906.0
78228,29.4616,-98.5709,62359.0
78231,29.5736,-98.5427,9001.0
78236,29.3763,-98.6263,6896.0
76958,31.6452,-100.7160,183.0
76953,31.7333,-100.3471,101.0
76116,32.7256,-97.4613,50506.0
76132,32.6707,-97.4158,27243.0
76225,33.3535,-97.6711,2857.0
76233,33.5291,-96.8891,3294.0
76249,33.2836,-97.2933,8317.0
76253,33.6223,-97.3159,291.0
76255,33.8340,-97.7785,5311.0
76266,33.3675,-97.2106,16112.0
76270,33.4393,-97.7870,1958.0
76271,33.4713,-96.8922,1792.0
76351,33.5803,-98.6361,2068.0
76354,34.0999,-98.5999,12114.0
76371,33.4912,-99.6680,1367.0
76377,34.0175,-98.1806,555.0
76384,34.1324,-99.3033,12179.0
76389,33.5188,-98.5345,1257.0
75032,32.8678,-96.4156,33080.0
75057,33.0472,-96.9833,14960.0
75058,33.4607,-96.7424,2666.0
75065,33.1154,-97.0047,12640.0
75647,32.5261,-94.9490,13712.0
75559,33.4814,-94.5786,5122.0
75563,33.0030,-94.3883,4528.0
75630,32.8668,-94.5694,2370.0
75602,32.4519,-94.6671,21655.0
75604,32.5221,-94.8325,31027.0
75633,32.1058,-94.3210,13161.0
75644,32.7749,-94.9891,13427.0
75650,32.5155,-94.5611,9837.0
75657,32.7756,-94.3552,7261.0
76632,31.3098,-97.1001,1613.0
76633,31.6717,-97.3330,5290.0
76636,32.1490,-97.2508,1525.0
76641,32.0333,-96.7814,1575.0
76649,31.9624,-97.8816,596.0
76664,31.5780,-96.8454,3688.0
76431,33.3338,-97.7989,3630.0
76433,32.3443,-98.1708,1796.0
76561,31.4232,-97.5584,1030.0
78237,29.4209,-98.5653,39105.0
78240,29.5185,-98.6097,60927.0
78249,29.5694,-98.6139,61639.0
78363,27.4551,-97.6923,29544.0
78393,28.2210,-97.3472,2161.0
78415,27.6623,-97.4404,40377.0
78417,27.7346,-97.4583,4095.0
78504,26.2801,-98.2384,57410.0
78545,26.5674,-99.1329,402.0
78548,26.3803,-98.5490,627.0
78565,26.2456,-98.5611,84.0
78588,26.7314,-98.4144,133.0
78594,26.3499,-97.7187,1555.0
78602,30.1346,-97.3200,29795.0
78607,30.8432,-98.5022,170.0
78621,30.3182,-97.3520,23936.0
78640,29.9901,-97.8422,58790.0
78644,29.8892,-97.6668,18390.0
78670,29.7703,-97.8186,112.0
78731,30.3450,-97.7702,27298.0
78734,30.3822,-97.9564,19452.0
78741,30.2313,-97.7142,52114.0
78746,30.2957,-97.8137,28608.0
78613,30.4980,-97.8157,81943.0
78615,30.4698,-97.3787,971.0
78623,29.9606,-98.2431,1113.0
78754,30.3661,-97.6441,26433.0
78406,27.7589,-97.5106,2027.0
78598,26.5417,-97.5029,87.0
78657,30.5426,-98.3742,6277.0
78536,26.6565,-98.4027,363.0
78541,26.3757,-98.1455,44860.0
78542,26.3547,-98.1120,77336.0
78561,26.4636,-97.9122,669.0
78564,26.7113,-99.1109,202.0
78567,26.0514,-97.7457,443.0
78573,26.3003,-98.2976,38826.0
78574,26.3208,-98.3181,62616.0
78585,26.5157,-99.1125,356.0
78590,26.4500,-97.5836,354.0
78591,26.7174,-98.5199,249.0
78633,30.7387,-97.7517,25853.0
78665,30.5402,-97.6470,49074.0
78677,29.3512,-97.5032,39.0
78712,30.2854,-97.7332,880.0
78802,29.2095,-99.7858,21.0
78843,29.3576,-100.7808,689.0
78871,29.8066,-101.5606,13.0
78931,30.0218,-96.4435,368.0
78951,29.6017,-96.8294,0.0
78069,29.1761,-98.6895,6115.0
78132,29.7583,-98.1763,30987.0
78732,30.3802,-97.8944,17780.0
78833,29.7459,-99.9821,1463.0
78218,29.4886,-98.3944,37281.0
76491,33.0617,-99.0709,347.0
76504,31.1296,-97.3837,23756.0
76530,30.7054,-97.4203,1874.0
76626,32.0765,-96.6867,1386.0
76078,33.1003,-97.4774,10247.0
76106,32.8102,-97.3613,39900.0
76474,31.9258,-98.7837,171.0
76483,33.1779,-99.2125,932.0
76490,32.9719,-98.0220,90.0
76557,31.3047,-97.3881,5331.0
76579,31.1980,-97.2700,5223.0
76015,32.6909,-97.1344,16961.0
76028,32.5310,-97.3061,70507.0
76034,32.8907,-97.1442,26418.0
76050,32.2921,-97.1891,6212.0
76053,32.8059,-97.1733,30765.0
76058,32.4671,-97.4092,19904.0
76542,30.9997,-97.7794,51405.0
76527,30.8293,-97.7999,2969.0
76537,30.8104,-97.5978,5782.0
76539,31.0959,-98.0023,8608.0
76550,31.2129,-98.2350,13412.0
76566,31.4896,-97.9799,242.0
76567,30.6570,-96.9828,9161.0
76577,30.5852,-97.1663,3187.0
76622,31.8478,-97.2440,1160.0
76629,31.1248,-96.6581,1668.0
76645,32.0278,-97.1045,10568.0
76687,31.4045,-96.4955,1879.0
76710,31.5374,-97.1884,24837.0
76711,31.5163,-97.1548,9988.0
76825,31.0940,-99.4391,6908.0
78219,29.4487,-98.3801,17239.0
78223,29.3109,-98.3736,56055.0
78225,29.3888,-98.5276,14472.0
78227,29.4000,-98.6248,51394.0
